"","x"
"1357","Itgb1"
"1358","Cwf19l2"
"1359","Casp4"
"1360","Dcun1d5"
"1361","Mmp8"
"1362","Birc2"
"1363","Birc3"
"1364","Cep57"
"1365","4931406C07Rik"
"1366","Taf1d"
"1367","Chordc1"
"1368","Zfp26"
"1369","Zfp426"
"1370","Dnmt1"
"1371","S1pr2"
"1372","Icam1"
"1373","Keap1"
"1374","Kri1"
"1375","Ilf3"
"1376","Smarca4"
"1377","Ldlr"
"1378","Rab3d"
"1379","Tmem205"
"1380","Elof1"
"1381","Pigyl"
"1382","9530077C05Rik"
"1383","Acad8"
"1384","Prdm10"
"1385","Ets1"
"1386","Ddx25"
"1387","Ei24"
"1388","Slc37a2"
"1389","Nrgn"
"1390","Tbrg1"
"1391","Sc5d"
"1392","Tbcel"
"1393","Usp2"
"1394","Nlrx1"
"1395","Ccdc84"
"1396","Gm47230"
"1397","Kmt2a"
"1398","Cd3g"
"1399","Cd3d"
"1400","Mpzl3"
"1401","Il10ra"
"1402","Cep164"
"1403","Gm16536"
"1404","Bud13"
"1405","Gm5617"
"1406","Zbtb16"
"1407","Drd2"
"1408","Ncam1"
"1409","Il18"
"1410","Nkapd1"
"1411","Sik2"
"1412","Rdx"
"1413","Acat1"
"1414","Cib2"
"1415","Wdr61"
"1416","Fbxo22"
"1417","Etfa"
"1418","Scaper"
"1419","Peak1"
"1420","Ptpn9"
"1421","Commd4"
"1422","1700017B05Rik"
"1423","Cox5a"
"1424","Scamp2"
"1425","Sema7a"
"1426","Adpgk"
"1427","Myo9a"
"1428","2300009A05Rik"
"1429","Rpl4"
"1430","Snapc5"
"1431","Dennd4a"
"1432","Clpx"
"1433","Pdcd7"
"1434","Trip4"
"1435","Ppib"
"1436","Snx1"
"1437","Ciao2a"
"1438","Dapk2"
"1439","Aph1b"
"1440","Aph1c"
"1441","Rps27l"
"1442","Lactb"
"1443","Sltm"
"1444","Polr2m"
"1445","Rfx7"
"1446","Nedd4"
"1447","Ccpg1os"
"1448","2310009A05Rik"
"1449","Myo5a"
"1450","Mapk6"
"1451","Elovl5"
"1452","Fbxo9"
"1453","Eef1a1"
"1454","Phip"
"1455","Tent5a"
"1456","Ibtk"
"1457","Dop1a"
"1458","Cyb5r4"
"1459","Nt5e"
"1460","Bcl2a1d"
"1461","Gm2396"
"1462","Bcl2a1a"
"1463","Bcl2a1b"
"1464","Tmed3"
"1465","Ctsh"
"1466","Plscr1"
"1467","U2surp"
"1468","Xrn1"
"1469","Gk5"
"1470","Atp1b3"
"1471","Rnf7"
"1472","Rasa2"
"1473","Zbtb38"
"1474","Pxylp1"
"1475","Slc25a36"
"1476","Armc8"
"1477","Nck1"
"1478","Stag1"
"1479","Anapc13"
"1480","Trf"
"1481","Cdv3"
"1482","Uba5"
"1483","Acad11"
"1484","Dnajc13"
"1485","Acpp"
"1486","Ppm1m"
"1487","Twf2"
"1488","Alas1"
"1489","Rpl29"
"1490","Parp3"
"1491","Manf"
"1492","Rbm15b"
"1493","Mapkapk3"
"1494","Rassf1"
"1495","Impdh2"
"1496","Ndufaf3"
"1497","Arih2"
"1498","Slc25a20"
"1499","Camp"
"1500","Ngp"
"1501","Ltf"
"1502","Ccrl2"
"1503","Epm2aip1"
"1504","Golga4"
"1505","Ctdspl"
"1506","Csrnp1"
"1507","1700019L13Rik"
"1508","Rpsa"
"1509","Eif1b"
"1510","Entpd3"
"1511","Rpl14"
"1512","Gm39459"
"1513","Ctnnb1"
"1514","Ulk4"
"1515","Sec22c"
"1516","Ss18l2"
"1517","Nktr"
"1518","Higd1a"
"1519","Ano10"
"1520","Gm26797"
"1521","Abhd5"
"1522","Zfp445"
"1523","1110059G10Rik"
"1524","Tmem42"
"1525","Zdhhc3"
"1526","Lars2"
"1527","Fyco1"
"1528","Ccr3"
"1529","Armt1"
"1530","Syne1"
"1531","Pcmt1"
"1532","Zc3h12d"
"1533","Stxbp5"
"1534","Grm1"
"1535","Fbxo30"
"1536","B230208H11Rik"
"1537","Stx11"
"1538","Phactr2"
"1539","Cited2"
"1540","Abracl"
"1541","Ccdc28a"
"1542","Tnfaip3"
"1543","Bclaf1"
"1544","Ahi1"
"1545","Myb"
"1546","Vnn3"
"1547","Akap7"
"1548","Epb41l2"
"1549","L3mbtl3"
"1550","Hint3"
"1551","Zup1"
"1552","Rwdd1"
"1553","Nt5dc1"
"1554","Rev3l"
"1555","Gtf3c6"
"1556","Amd1"
"1557","Cdc40"
"1558","Cd164"
"1559","Sec63"
"1560","Cd24a"
"1561","Rtn4ip1"
"1562","Prdm1"
"1563","Ascc3"
"1564","Gm46224"
"1565","Gopc"
"1566","Nus1"
"1567","Cep85l"
"1568","Gm47644"
"1569","Smpdl3a"
"1570","Gcc2"
"1571","Lims1"
"1572","Ranbp2"
"1573","P4ha1"
"1574","Mcu"
"1575","Micu1"
"1576","Anapc16"
"1577","Gm17455"
"1578","Hk1"
"1579","Srgn"
"1580","Ddx50"
"1581","Ccar1"
"1582","1110002J07Rik"
"1583","Egr2"
"1584","Arid5b"
"1585","Ube2d1"
"1586","Ipmk"
"1587","Zwint"
"1588","Bcr"
"1589","Snrpd3"
"1590","Mif"
"1591","Pofut2"
"1592","Sumo3"
"1593","Ube2g2"
"1594","Pfkl"
"1595","Trappc10"
"1596","Rrp1"
"1597","Cstb"
"1598","Ptbp1"
"1599","R3hdm4"
"1600","Arid3a"
"1601","Cnn2"
"1602","Atp5d"
"1603","Rps15"
"1604","Mbd3"
"1605","Rexo1"
"1606","Dot1l"
"1607","Timm13"
"1608","Gadd45b"
"1609","Zbtb7a"
"1610","Pias4"
"1611","Mrpl54"
"1612","Hmg20b"
"1613","Nfic"
"1614","S1pr4"
"1615","Gna15"
"1616","Nfyb"
"1617","Txnrd1"
"1618","E230014E18Rik"
"1619","Ckap4"
"1620","Platr7"
"1621","Tcp11l2"
"1622","Pwp1"
"1623","Hsp90b1"
"1624","Washc3"
"1625","Uhrf1bp1l"
"1626","Slc25a3"
"1627","Lta4h"
"1628","Hal"
"1629","Snrpf"
"1630","Metap2"
"1631","Ndufa12"
"1632","Cep83"
"1633","Plxnc1"
"1634","Gm47708"
"1635","4732465J04Rik"
"1636","Eea1"
"1637","Atp2b1"
"1638","Dusp6"
"1639","Ccdc59"
"1640","Csrp2"
"1641","Osbpl8"
"1642","Nap1l1"
"1643","Phlda1"
"1644","Cct2"
"1645","Yeats4"
"1646","Lyz2"
"1647","Mdm1"
"1648","Dyrk2"
"1649","Llph"
"1650","Gns"
"1651","BC048403"
"1652","Ppm1h"
"1653","Usp15"
"1654","Ddit3"
"1655","Naca"
"1656","Stat2"
"1657","Il23a"
"1658","Cnpy2"
"1659","Smarcc2"
"1660","Myl6"
"1661","Esyt1"
"1662","Rps26"
"1663","Cdk2"
"1664","Sarnp"
"1665","Cd63"
"1666","Sfi1"
"1667","Castor1"
"1668","Osm"
"1669","Zmat5"
"1670","Xbp1"
"1671","Dbnl"
"1672","Ogdh"
"1673","Ppia"
"1674","Myo1g"
"1675","Tns3"
"1676","Upp1"
"1677","Abca13"
"1678","Ikzf1"
"1679","Sec61g"
"1680","Plek"
"1681","Sertad2"
"1682","Mdh1"
"1683","B3gnt2"
"1684","Commd1"
"1685","Cct4"
"1686","Pex13"
"1687","Rel"
"1688","Papolg"
"1689","Bcl11a"
"1690","Vrk2"
"1691","Cfap36"
"1692","Sptbn1"
"1693","Hba-a1"
"1694","Npm1"
"1695","Pank3"
"1696","Rars"
"1697","Mat2b"
"1698","Ccng1"
"1699","Pttg1"
"1700","Clint1"
"1701","Cyfip2"
"1702","Fam71b"
"1703","Med7"
"1704","Rack1"
"1705","Irgm1"
"1706","Ifi47"
"1707","Cnot6"
"1708","Tbc1d9b"
"1709","Sqstm1"
"1710","Canx"
"1711","Rufy1"
"1712","Hnrnpab"
"1713","Sec24a"
"1714","Skp1a"
"1715","Vdac1"
"1716","Hspa4"
"1717","Aff4"
"1718","Irf1"
"1719","Rapgef6"
"1720","Hint1"
"1721","Anxa6"
"1722","Gm2a"
"1723","Slc36a3os"
"1724","G3bp1"
"1725","Igtp"
"1726","Irgm2"
"1727","4930438A08Rik"
"1728","Zfp672"
"1729","2310033P09Rik"
"1730","Nlrp3"
"1731","Cops3"
"1732","Mapk7"
"1733","Grap"
"1734","Specc1"
"1735","Trim16"
"1736","Gas7"
"1737","Stx8"
"1738","Ndel1"
"1739","Rpl26"
"1740","Ctc1"
"1741","Per1"
"1742","Naa38"
"1743","Tmem88"
"1744","Kdm6b"
"1745","Trp53"
"1746","Eif4a1"
"1747","Tmem256"
"1748","Plscr3"
"1749","0610010K14Rik"
"1750","Arrb2"
"1751","Med11"
"1752","Psmb6"
"1753","Pfn1"
"1754","Rabep1"
"1755","Txndc17"
"1756","Med31"
"1757","Xaf1"
"1758","Atp2a3"
"1759","Ncbp3"
"1760","Emc6"
"1761","Ctns"
"1762","Mir22hg"
"1763","Slc43a2"
"1764","Myo1c"
"1765","Ywhae"
"1766","Rflnb"
"1767","Vps53"
"1768","Nxn"
"1769","Nsrp1"
"1770","Myo18a"
"1771","Flot2"
"1772","Fam222b"
"1773","Rpl23a"
"1774","Unc119"
"1775","Ift20"
"1776","Nlk"
"1777","Suz12"
"1778","Cdk5r1"
"1779","Zfp830"
"1780","Slfn5"
"1781","Slfn8"
"1782","Gm20234"
"1783","Slfn4"
"1784","AI662270"
"1785","1700020L24Rik"
"1786","Ccl6"
"1787","Ccl3"
"1788","Ccl4"
"1789","Wfdc17"
"1790","Wfdc21"
"1791","Heatr6"
"1792","Ddx52"
"1793","Synrg"
"1794","Aatf"
"1795","Lhx1"
"1796","Dhrs11"
"1797","Rnft1"
"1798","Rps6kb1"
"1799","Vmp1"
"1800","Dhx40"
"1801","Dynll2"
"1802","Mmd"
"1803","Mbtd1"
"1804","Nme1"
"1805","Spag9"
"1806","Tob1"
"1807","Luc7l3"
"1808","Ankrd40"
"1809","Mrpl27"
"1810","Fam117a"
"1811","Gngt2"
"1812","Atp5g1"
"1813","Hoxb4"
"1814","Snx11"
"1815","Cbx1"
"1816","D030028A08Rik"
"1817","Pnpo"
"1818","Osbpl7"
"1819","Tbkbp1"
"1820","Npepps"
"1821","Mrpl45"
"1822","Psmb3"
"1823","Pip4k2b"
"1824","Cwc25"
"1825","Lasp1"
"1826","Rpl19"
"1827","Csf3"
"1828","Smarce1"
"1829","Jup"
"1830","Acly"
"1831","Mlx"
"1832","Rpl27"
"1833","Ifi35"
"1834","Dhx8"
"1835","Lsm12"
"1836","Slc25a39"
"1837","Grn"
"1838","Gpatch8"
"1839","Nmt1"
"1840","Nsf"
"1841","Arf2"
"1842","Cdc27"
"1843","Itgb3"
"1844","Dcaf7"
"1845","Taco1os"
"1846","Ccdc47"
"1847","Psmc5"
"1848","Milr1"
"1849","Cep95"
"1850","Pitpnc1"
"1851","Gm11713"
"1852","Gm11714"
"1853","Psmd12"
"1854","Helz"
"1855","Amz2"
"1856","Arsg"
"1857","Wipi1"
"1858","Slc39a11"
"1859","Cdc42ep4"
"1860","Rpl38"
"1861","Cd300ld"
"1862","Rab37"
"1863","Atp5h"
"1864","Sumo2"
"1865","H3f3b"
"1866","Acox1"
"1867","Ten1"
"1868","Mettl23"
"1869","Srsf2"
"1870","Mfsd11"
"1871","Tmc8"
"1872","Syngr2"
"1873","Socs3"
"1874","Cyth1"
"1875","Timp2"
"1876","Slc26a11"
"1877","Rnf213"
"1878","Ndufaf8"
"1879","Nploc4"
"1880","P4hb"
"1881","Alyref"
"1882","Mafg"
"1883","Cenpx"
"1884","Slc16a3"
"1885","Metrnl"
"1886","Asxl2"
"1887","Dtnb"
"1888","Ptrhd1"
"1889","Ubxn2a"
"1890","Rhob"
"1891","Ttc32"
"1892","Smc6"
"1893","Fam49a"
"1894","Rock2"
"1895","Nol10"
"1896","Odc1"
"1897","Iah1"
"1898","Id2"
"1899","Gm36723"
"1900","Rsad2"
"1901","Cmpk2"
"1902","Rps7"
"1903","Acp1"
"1904","Cbll1"
"1905","Nampt"
"1906","Twistnb"
"1907","Gm17056"
"1908","Ifrd1"
"1909","Dnajb9"
"1910","Pnpla8"
"1911","Heatr5a"
"1912","Egln3"
"1913","Sptssa"
"1914","Baz1a"
"1915","Nfkbia"
"1916","Trappc6b"
"1917","Pnn"
"1918","Fbxo33"
"1919","Rpl36al"
"1920","Mgat2"
"1921","Nemf"
"1922","Nin"
"1923","Jkamp"
"1924","Prkch"
"1925","Hif1a"
"1926","Snapc1"
"1927","Ppp2r5e"
"1928","Syne2"
"1929","Zbtb1"
"1930","AI463170"
"1931","Churc1"
"1932","Atp6v1d"
"1933","Eif2s1"
"1934","Rdh11"
"1935","Rdh12"
"1936","Zfyve26"
"1937","Zfp36l1"
"1938","Actn1"
"1939","Erh"
"1940","Cox16"
"1941","Synj2bp"
"1942","Map3k9"
"1943","Pcnx"
"1944","Riox1"
"1945","Acot1"
"1946","Elmsan1"
"1947","Ptgr2"
"1948","Isca2"
"1949","Ylpm1"
"1950","Fos"
"1951","Jdp2"
"1952","Batf"
"1953","Irf2bpl"
"1954","Tmed8"
"1955","Snw1"
"1956","Galc"
"1957","Gpr65"
"1958","Foxn3"
"1959","Psmc1"
"1960","Calm1"
"1961","Rps6ka5"
"1962","Ccdc88c"
"1963","Ndufb1-ps"
"1964","Cpsf2"
"1965","Lgmn"
"1966","Tmem251"
"1967","Ifi27"
"1968","Ifi27l2a"
"1969","Dicer1"
"1970","Glrx5"
"1971","Gskip"
"1972","Gm46378"
"1973","Hsp90aa1"
"1974","Ankrd9"
"1975","Rcor1"
"1976","Tnfaip2"
"1977","Atp5mpl"
"1978","Siva1"
"1979","Gpr132"
"1980","Brf1"
"1981","Crip1"
"1982","Ighm"
"1983","Esyt2"
"1984","Pfkp"
"1985","Gtpbp4"
"1986","Larp4b"
"1987","Gm47405"
"1988","Lgals8"
"1989","B3galnt2"
"1990","Psma2"
"1991","Inhba"
"1992","Mplkip"
"1993","Yae1d1"
"1994","Vps41"
"1995","Stard3nl"
"1996","Gpr141"
"1997","Gm47664"
"1998","Aoah"
"1999","Trim27"
"2000","Zkscan3"
"2001","Hist1h2ap"
"2002","Hist1h2br"
"2003","Hist1h4i"
"2004","Zfp322a"
"2005","Abt1"
"2006","Hist1h4h"
"2007","Hist1h1e"
"2008","Hist1h2ac"
"2009","Hist1h2bc"
"2010","Hist1h1c"
"2011","Cmah"
"2012","Gm11342"
"2013","Exoc2"
"2014","Serpinb1a"
"2015","Serpinb6a"
"2016","Nqo2"
"2017","Prpf4b"
"2018","Rreb1"
"2019","Riok1"
"2020","Gm31683"
"2021","Smim13"
"2022","Adtrp"
"2023","Nol7"
"2024","Ranbp9"
"2025","Mcur1"
"2026","Jarid2"
"2027","Mylip"
"2028","Atxn1"
"2029","Nup153"
"2030","Dek"
"2031","Ninj1"
"2032","Susd3"
"2033","Cks2"
"2034","Secisbp2"
"2035","Gadd45g"
"2036","Nfil3"
"2037","Thoc3"
"2038","Simc1"
"2039","Tspan17"
"2040","Hk3"
"2041","Uimc1"
"2042","Rab24"
"2043","Prelid1"
"2044","Grk6"
"2045","Prr7"
"2046","Tmed9"
"2047","Ddx46"
"2048","B230219D22Rik"
"2049","H2afy"
"2050","Ubqln1"
"2051","Rmi1"
"2052","Agtpbp1"
"2053","Golm1"
"2054","Isca1"
"2055","Ctla2a"
"2056","Fbp1"
"2057","Ctsl"
"2058","Uqcrb"
"2059","Zfp874b"
"2060","Zfp729b"
"2061","Zfp729a"
"2062","Tent4a"
"2063","Med10"
"2064","Ice1"
"2065","Ndufs6"
"2066","Lpcat1"
"2067","Brd9"
"2068","Exoc3"
"2069","Pdcd6"
"2070","Zfp825"
"2071","Cast"
"2072","Ell2"
"2073","Gm48302"
"2074","Mctp1"
"2075","Fam172a"
"2076","Arrdc3"
"2077","Mblac2"
"2078","Cetn3"
"2079","Mef2c"
"2080","Tmem161b"
"2081","Ccnh"
"2082","Rasa1"
"2083","Cox7c"
"2084","Xrcc4"
"2085","Ssbp2"
"2086","Zcchc9"
"2087","Zfyve16"
"2088","Homer1"
"2089","Jmy"
"2090","Arsb"
"2091","Lhfpl2"
"2092","Scamp1"
"2093","Tbca"
"2094","Aggf1"
"2095","Iqgap2"
"2096","Hmgcr"
"2097","Nsa2"
"2098","Hexb"
"2099","Gm10260"
"2100","Ankra2"
"2101","Bdp1"
"2102","Smn1"
"2103","Rad17"
"2104","Ccdc125"
"2105","Ppwd1"
"2106","Srek1ip1"
"2107","Depdc1b"
"2108","Pde4d"
"2109","Gapt"
"2110","Slc38a9"
"2111","Mtrex"
"2112","Dhx29"
"2113","Ccno"
"2114","Ndufs4"
"2115","Nnt"
"2116","Hmgcs1"
"2117","Zfp131"
"2118","Gm36161"
"2119","Gm21188"
"2120","3830406C13Rik"
"2121","Thoc7"
"2122","Atxn7"
"2123","Psmd6"
"2124","Slc4a7"
"2125","Rpl15"
"2126","Ecd"
"2127","Dnajc9"
"2128","Anxa7"
"2129","Ppp3cb"
"2130","2810402E24Rik"
"2131","Chchd1"
"2132","Camk2g"
"2133","Plau"
"2134","Vcl"
"2135","Adk"
"2136","Samd8"
"2137","Vdac2"
"2138","Zfp503"
"2139","Rps24"
"2140","Anxa11"
"2141","Arf4"
"2142","Appl1"
"2143","Tasor"
"2144","Actr8"
"2145","Tkt"
"2146","Pbrm1"
"2147","Nt5dc2"
"2148","Sh3bp5"
"2149","Ankrd28"
"2150","Ncoa4"
"2151","Timm23"
"2152","Mapk8"
"2153","Ghitm"
"2154","Sftpa1"
"2155","Ear2"
"2156","AC160336.1"
"2157","4930431P03Rik"
"2158","Gm17173"
"2159","Txndc16"
"2160","Ero1l"
"2161","Psmc6"
"2162","Cgrrf1"
"2163","Gch1"
"2164","Socs4"
"2165","Lgals3"
"2166","Dlgap5"
"2167","Fbxo34"
"2168","Peli2"
"2169","Tmem260"
"2170","Exoc5"
"2171","Ap5m1"
"2172","Pnp"
"2173","Rnase4"
"2174","Rnase6"
"2175","Supt16"
"2176","Chd8"
"2177","Dad1"
"2178","Slc7a7"
"2179","Mrpl52"
"2180","1700123O20Rik"
"2181","Cebpe"
"2182","Psme2"
"2183","Irf9"
"2184","Tm9sf1"
"2185","Tinf2"
"2186","Dhrs1"
"2187","Ltb4r1"
"2188","Sap18"
"2189","Mrpl57"
"2190","Cab39l"
"2191","Cdadc1"
"2192","Amer2"
"2193","Spata13"
"2194","Arl11"
"2195","Ints6"
"2196","Ctsb"
"2197","Msra"
"2198","Kif13b"
"2199","Zfp395"
"2200","Ccdc25"
"2201","Trim35"
"2202","Bnip3l"
"2203","Ppp2r2a"
"2204","Egr3"
"2205","Sftpc"
"2206","Nudt18"
"2207","Fam160b2"
"2208","Xpo7"
"2209","Dok2"
"2210","Fndc3a"
"2211","Rcbtb2"
"2212","Lpar6"
"2213","Esd"
"2214","Zc3h13"
"2215","Slc25a30"
"2216","Gpalpp1"
"2217","Tsc22d1"
"2218","Epsti1"
"2219","Dgkh"
"2220","Rgcc"
"2221","Naa16"
"2222","Wbp4"
"2223","Olfm4"
"2224","Dach1"
"2225","Klf5"
"2226","Tbc1d4"
"2227","Kctd12"
"2228","4933432I03Rik"
"2229","Acod1"
"2230","Spry2"
"2231","Dnajc3"
"2232","Selenop"
"2233","Card6"
"2234","Ptger4"
"2235","Rictor"
"2236","Nup155"
"2237","Cplane1"
"2238","Dnajc21"
"2239","Zfr"
"2240","Basp1"
"2241","Zfp622"
"2242","Otulin"
"2243","Otulinl"
"2244","Ctnnd2"
"2245","Dap"
"2246","Ankrd33b"
"2247","Ropn1l"
"2248","Vps13b"
"2249","Cox6c"
"2250","Polr2k"
"2251","Rnf19a"
"2252","Ubr5"
"2253","Klf10"
"2254","Atp6v1c1"
"2255","Dcaf13"
"2256","Eif3e"
"2257","Eny2"
"2258","Eif3h"
"2259","Utp23"
"2260","Gm34794"
"2261","Taf2"
"2262","Sntb1"
"2263","Has2"
"2264","Zhx1"
"2265","Atad2"
"2266","Tmem65"
"2267","Nsmce2"
"2268","Trib1"
"2269","Efr3a"
"2270","Phf20l1"
"2271","Chrac1"
"2272","Ptp4a3"
"2273","Ly6e"
"2274","Ly6c1"
"2275","Ly6c2"
"2276","Ly6g"
"2277","Scrib"
"2278","Plec"
"2279","Smpd5"
"2280","Gpaa1"
"2281","Cyc1"
"2282","Dgat1"
"2283","Fbxl6"
"2284","Slc39a4"
"2285","1110038F14Rik"
"2286","Txn2"
"2287","Eif3d"
"2288","Csf2rb2"
"2289","Tst"
"2290","Mpst"
"2291","Rac2"
"2292","Gm36738"
"2293","Triobp"
"2294","Polr2f"
"2295","Maff"
"2296","Josd1"
"2297","Gtpbp1"
"2298","Cbx7"
"2299","Rpl3"
"2300","St13"
"2301","Rbx1"
"2302","Tob2"
"2303","Desi1"
"2304","Snu13"
"2305","Srebf2"
"2306","Smdt1"
"2307","Tspo"
"2308","Samm50"
"2309","Parvg"
"2310","Nup50"
"2311","Atxn10"
"2312","Pim3"
"2313","1810021B22Rik"
"2314","Trabd"
"2315","Selenoo"
"2316","Ppp6r2"
"2317","C730034F03Rik"
"2318","Lrrk2"
"2319","Gxylt1"
"2320","Zcrb1"
"2321","2610037D02Rik"
"2322","Arid2"
"2323","Slc38a1"
"2324","Pced1b"
"2325","Senp1"
"2326","Ddx23"
"2327","Rnd1"
"2328","Tuba1b"
"2329","Tuba1c"
"2330","Bcdin3d"
"2331","Mettl7a1"
"2332","Nr4a1"
"2333","Krt80"
"2334","Krt83"
"2335","Igfbp6"
"2336","Csad"
"2337","Itgb7"
"2338","Rarg"
"2339","Prr13"
"2340","Atp5g2"
"2341","Hnrnpa1"
"2342","Gpr84"
"2343","Itga5"
"2344","Mefv"
"2345","Zfp263"
"2346","Zfp597"
"2347","1700037C18Rik"
"2348","Coro7"
"2349","Cdip1"
"2350","Rogdi"
"2351","Glyr1"
"2352","Pmm2"
"2353","Socs1"
"2354","Txndc11"
"2355","Snx29"
"2356","Bfar"
"2357","Ube2v2"
"2358","Dgcr6"
"2359","Tango2"
"2360","Comt"
"2361","Sept5"
"2362","B3gnt5"
"2363","Klhl6"
"2364","Abcc5"
"2365","Psmd2"
"2366","Tra2b"
"2367","Dgkg"
"2368","Rtp4"
"2369","Gm31583"
"2370","Gm31814"
"2371","Lpp"
"2372","Cldn1"
"2373","Il1rap"
"2374","Hes1"
"2375","Atp13a3"
"2376","Gm49767"
"2377","Dlg1"
"2378","0610012G03Rik"
"2379","Cep19"
"2380","Rpl35a"
"2381","Parp14"
"2382","Dtx3l"
"2383","Parp9"
"2384","Fam162a"
"2385","Stfa2l1"
"2386","Cstdc4"
"2387","Csta3"
"2388","Cstdc6"
"2389","Cstdc5"
"2390","Stfa2"
"2391","Stfa3"
"2392","Cd86"
"2393","Golgb1"
"2394","Pla1a"
"2395","D930030I03Rik"
"2396","Cd80"
"2397","Zbtb20"
"2398","Atp6v1a"
"2399","Cd200r1"
"2400","Retnlg"
"2401","Cd47"
"2402","Bbx"
"2403","Dubr"
"2404","Nfkbiz"
"2405","Rpl24"
"2406","Zbtb11"
"2407","Tmem45a2"
"2408","Tomm70a"
"2409","St3gal6"
"2410","Arl13b"
"2411","Gbe1"
"2412","Hspa13"
"2413","Samsn1"
"2414","Btg3"
"2415","D16Ertd472e"
"2416","Atp5j"
"2417","Ltn1"
"2418","Usp16"
"2419","Cct8"
"2420","Tiam1"
"2421","Sod1"
"2422","Mis18a"
"2423","Ifnar1"
"2424","Cryzl1"
"2425","Atp5o"
"2426","Rcan1"
"2427","Cbr3"
"2428","Dop1b"
"2429","Erg"
"2430","Ets2"
"2431","Brwd1"
"2432","Itgb2l"
"2433","Gm49797"
"2434","Snx9"
"2435","Dynlt1c"
"2436","Rps6ka2"
"2437","Tagap"
"2438","Gm1604a"
"2439","Agpat4"
"2440","Igf2r"
"2441","Mrpl18"
"2442","Tcp1"
"2443","Sod2"
"2444","Gm36684"
"2445","Afdn"
"2446","Fpr1"
"2447","Fpr2"
"2448","Zfp760"
"2449","Zfp942"
"2450","Zfp943"
"2451","Mmp25"
"2452","Pgp"
"2453","Mlst8"
"2454","Traf7"
"2455","Slc9a3r2"
"2456","Rps2"
"2457","Ndufb10"
"2458","Rpl3l"
"2459","Hagh"
"2460","Ciao3"
"2461","Fam173a"
"2462","Tmem8"
"2463","Mrpl28"
"2464","Fam234a"
"2465","Gm34455"
"2466","Dusp1"
"2467","Cuta"
"2468","Uqcc2"
"2469","AI413582"
"2470","Nudt3"
"2471","Taf11"
"2472","Rpl10a"
"2473","Srpk1"
"2474","Mapk13"
"2475","Srsf3"
"2476","Cdkn1a"
"2477","Pim1"
"2478","Rnf8"
"2479","Ccdc167"
"2480","Btbd9"
"2481","Gm50240"
"2482","Glo1"
"2483","Dnah8"
"2484","Ndufv3"
"2485","U2af1"
"2486","Sik1"
"2487","Rasal3"
"2488","Adamts10"
"2489","Zfp414"
"2490","Pram1"
"2491","Rps28"
"2492","B3galt4"
"2493","Rps18"
"2494","H2-Ke6"
"2495","H2-Aa"
"2496","H2-Eb1"
"2497","Nelfe"
"2498","Lsm2"
"2499","Ly6g5b"
"2500","Tnf"
"2501","Atp6v1g2"
"2502","Ddx39b"
"2503","H2-Q4"
"2504","H2-Q6"
"2505","H2-Q7"
"2506","Ier3"
"2507","Flot1"
"2508","Tubb5"
"2509","Nrm"
"2510","Dhx16"
"2511","Atat1"
"2512","Abcf1"
"2513","Gnl1"
"2514","Trim39"
"2515","Ppp1r11"
"2516","Gabbr1"
"2517","Gm42418"
"2518","Cenpq"
"2519","Tnfrsf21"
"2520","1700071M16Rik"
"2521","Runx2os1"
"2522","Supt3"
"2523","Nfkbie"
"2524","Slc35b2"
"2525","Hsp90ab1"
"2526","Vegfa"
"2527","Rpl7l1"
"2528","Bicral"
"2529","Ubr2"
"2530","Guca1a"
"2531","Ccnd3"
"2532","Trem1"
"2533","Treml2"
"2534","Mpnd"
"2535","Ubxn6"
"2536","Lrg1"
"2537","Mydgf"
"2538","Plin3"
"2539","Rpl36"
"2540","Ndufa11"
"2541","Rfx2"
"2542","Gtf2f1"
"2543","C3"
"2544","Fer"
"2545","Man2a1"
"2546","Ankrd12"
"2547","Tgif1"
"2548","1600022D10Rik"
"2549","Smchd1"
"2550","Dpy30"
"2551","Yipf4"
"2552","Eif2ak2"
"2553","Cebpzos"
"2554","Cebpz"
"2555","Ndufaf7"
"2556","Prkd3"
"2557","Srsf7"
"2558","Sos1"
"2559","Eml4"
"2560","Gm19696"
"2561","Crem"
"2562","Map3k8"
"2563","Mpp7"
"2564","Ccny"
"2565","Mib1"
"2566","Rbbp8"
"2567","Impact"
"2568","B4galt6"
"2569","Trappc8"
"2570","Rnf125"
"2571","Rnf138"
"2572","Mapre2"
"2573","Zfp397"
"2574","Zfp24"
"2575","Galnt1"
"2576","Rprd1a"
"2577","Iws1"
"2578","Apc"
"2579","Srp19"
"2580","Brd8"
"2581","Egr1"
"2582","Etf1"
"2583","Ctnna1"
"2584","Pura"
"2585","Cystm1"
"2586","Pfdn1"
"2587","Apbb3"
"2588","Cd14"
"2589","Ik"
"2590","Hars"
"2591","Taf7"
"2592","Lars"
"2593","Gm4013"
"2594","Rbm27"
"2595","Dcp2"
"2596","Pggt1b"
"2597","Fem1c"
"2598","Eif1a"
"2599","Ap3s1"
"2600","Dmxl1"
"2601","Tnfaip8"
"2602","Csnk1g3"
"2603","Gm4221"
"2604","Lmnb1"
"2605","Prrc1"
"2606","Smim3"
"2607","Dctn4"
"2608","Cd74"
"2609","Slc26a2"
"2610","Txnl1"
"2611","Wdr7"
"2612","Fech"
"2613","Nars"
"2614","Malt1"
"2615","Pmaip1"
"2616","Mppe1"
"2617","Impa2"
"2618","Cep192"
"2619","Me2"
