"seed","total_edges","network","AUPRC","AUROC"
125,27,1,0.855015184536219,0.875
125,27,2,0.650223048647813,0.916666666666667
125,30,1,0.780921862524663,0.907407407407407
125,30,2,0.647287139241315,0.930555555555555
125,33,1,0.743048342462166,0.907407407407407
125,33,2,0.571518963714909,0.930555555555556
125,36,1,0.66481968754966,0.766666666666667
125,36,2,0.53843120910853,0.87037037037037
125,39,1,0.66065087313994,0.793650793650794
125,39,2,0.505348679833474,0.880952380952381
125,42,1,0.639567229728107,0.775
125,42,2,0.4717406466681,0.842592592592593
177,27,1,0.683877014258515,0.722222222222222
177,27,2,0.668385729876074,0.805555555555556
177,30,1,0.658853703390597,0.861111111111111
177,30,2,0.620059495281222,0.851851851851852
177,33,1,0.662821957358851,0.930555555555556
177,33,2,0.557574879757621,0.851851851851852
177,36,1,0.616736977857979,0.866666666666667
177,36,2,0.503873557095635,0.851851851851852
177,39,1,0.609070668724278,0.878472222222222
177,39,2,0.436631025754217,0.798611111111111
177,42,1,0.56339707060613,0.902777777777778
177,42,2,0.424443996800884,0.78968253968254
629,27,1,0.768054445470949,1
629,27,2,0.852870341884183,0.944444444444444
629,30,1,0.720657051682504,1
629,30,2,0.815733149513773,0.922222222222222
629,33,1,0.654478383985077,0.944444444444444
629,33,2,0.794527084546959,0.921296296296296
629,36,1,0.568983342270177,0.925925925925926
629,36,2,0.771744148777021,0.9375
629,39,1,0.479043997899687,0.791666666666666
629,39,2,0.625273581071159,0.901234567901235
629,42,1,0.446948515529409,0.69047619047619
629,42,2,0.607202703473839,0.851010101010101
753,27,1,0.766348756674535,0.944444444444444
753,27,2,0.719074320900778,0.972222222222222
753,30,1,0.683091922386943,0.944444444444444
753,30,2,0.702792834598932,0.944444444444444
753,33,1,0.632186872655625,0.9
753,33,2,0.651712010640955,0.944444444444444
753,36,1,0.55738045851179,0.907407407407407
753,36,2,0.564949939486524,0.902777777777778
753,39,1,0.51639223237118,0.912698412698413
753,39,2,0.498398337982511,0.864197530864198
753,42,1,0.481286296646846,0.851851851851852
753,42,2,0.4973865398941,0.872222222222222
1419,27,1,0.752555752506858,0.888888888888889
1419,27,2,0.784661303074734,0.722222222222222
1419,30,1,0.637129377633839,0.819444444444444
1419,30,2,0.745211912771714,0.842592592592593
1419,33,1,0.590733791917253,0.844444444444444
1419,33,2,0.681848083335695,0.794444444444445
1419,36,1,0.531571216799515,0.785714285714286
1419,36,2,0.670585732656288,0.785714285714286
1419,39,1,0.531571216799515,0.785714285714286
1419,39,2,0.606801809012892,0.770833333333333
1419,42,1,0.527817077572667,0.808641975308642
1419,42,2,0.588301543949936,0.794444444444444
1434,27,1,0.797675877138248,0.875
1434,27,2,0.806738093348,0.847222222222222
1434,30,1,0.780870426569525,0.861111111111111
1434,30,2,0.684230475406946,0.847222222222222
1434,33,1,0.717025187984376,0.8125
1434,33,2,0.665731901976518,0.87962962962963
1434,36,1,0.661372385757324,0.772222222222222
1434,36,2,0.525939183933791,0.784722222222222
1434,39,1,0.638269626641706,0.75462962962963
1434,39,2,0.510980879024357,0.74537037037037
1434,42,1,0.604652372564863,0.732638888888889
1434,42,2,0.451808238596452,0.66358024691358
1477,27,1,0.940688811756587,0.916666666666667
1477,27,2,0.761537684520253,0.777777777777778
1477,30,1,0.839916021472204,0.916666666666667
1477,30,2,0.662189988652276,0.759259259259259
1477,33,1,0.830600982652521,0.884259259259259
1477,33,2,0.593100824859417,0.727777777777778
1477,36,1,0.659529670200109,0.878472222222222
1477,36,2,0.516284988278298,0.726190476190476
1477,39,1,0.639198086437112,0.836111111111111
1477,39,2,0.512021233585962,0.759259259259259
1477,42,1,0.5377528770411,0.820707070707071
1477,42,2,0.49639265953612,0.737373737373737
1594,27,1,0.861585316891114,0.888888888888889
1594,27,2,0.698677379108937,0.888888888888889
1594,30,1,0.828415361429226,0.842592592592593
1594,30,2,0.595907789295162,0.833333333333333
1594,33,1,0.809892131411139,0.798611111111111
1594,33,2,0.513482999102792,0.816666666666667
1594,36,1,0.766713000820795,0.763888888888889
1594,36,2,0.505035283137481,0.813492063492063
1594,39,1,0.761548939477973,0.791666666666667
1594,39,2,0.433891646220335,0.78125
1594,42,1,0.709617677354437,0.775
1594,42,2,0.426732165278768,0.762345679012346
1612,27,1,0.807889073633018,0.819444444444445
1612,27,2,0.724385304761196,0.833333333333333
