"seed","total_edges","network","AUPRC","AUROC"
3219,39,2,0.590402924892168,0.916666666666667
3219,42,2,0.546054599110246,0.894444444444445
3646,27,1,0.776024808570951,0.611111111111111
3646,30,1,0.737196817107303,0.583333333333333
3646,33,1,0.714222091173762,0.564814814814815
3646,36,1,0.679410487684145,0.633333333333333
3646,39,1,0.659098312996108,0.611111111111111
3646,42,1,0.636578028170787,0.604166666666667
3646,27,2,0.704736682735909,0.888888888888889
3646,30,2,0.656276987105357,0.851851851851852
3646,33,2,0.646240799460473,0.838888888888889
3646,36,2,0.587649884250621,0.856481481481482
3646,39,2,0.563712140381342,0.84375
3646,42,2,0.549630426216198,0.835858585858586
4119,27,1,0.628398782432244,0.722222222222222
4119,30,1,0.602111293201447,0.694444444444444
4119,33,1,0.56818709277682,0.675925925925926
4119,36,1,0.50595476590388,0.638888888888889
4119,39,1,0.442489787942333,0.615740740740741
4119,42,1,0.413810796494087,0.666666666666667
4119,27,2,0.755857159847781,0.944444444444444
4119,30,2,0.695224359403926,0.888888888888889
4119,33,2,0.61055208081122,0.85
4119,36,2,0.544923034489132,0.85
4119,39,2,0.519224706504816,0.815972222222222
4119,42,2,0.477723524874833,0.815972222222222
4250,27,1,0.819292170020635,0.777777777777778
4250,30,1,0.790999703770601,0.666666666666667
4250,33,1,0.714539980479878,0.666666666666667
4250,36,1,0.675492735454372,0.712962962962963
4250,39,1,0.574527333892117,0.701388888888889
4250,42,1,0.514206371734036,0.705555555555555
4250,27,2,0.807735471010039,0.898148148148148
4250,30,2,0.786563454862331,0.883333333333333
4250,33,2,0.718784248694967,0.825396825396825
4250,36,2,0.718784248694967,0.825396825396825
4250,39,2,0.606368520596234,0.840277777777778
4250,42,2,0.524206429613376,0.814814814814815
4510,27,1,0.776562859478084,0.833333333333333
4510,30,1,0.741517864253784,0.826388888888889
4510,33,1,0.709145392621713,0.783333333333333
4510,36,1,0.675834860570549,0.837962962962963
4510,39,1,0.667219887896424,0.805555555555556
4510,42,1,0.664194579026795,0.830246913580247
4510,27,2,0.593188381207412,0.888888888888889
4510,30,2,0.536661230373133,0.805555555555555
4510,33,2,0.521987332705266,0.743055555555555
4510,36,2,0.475129254787787,0.743055555555556
4510,39,2,0.452954394899767,0.74537037037037
4510,42,2,0.436307092715776,0.736111111111111
5042,27,1,0.828862794282691,0.847222222222222
5042,30,1,0.815151732158652,0.855555555555556
5042,33,1,0.709276242906274,0.840277777777778
5042,36,1,0.690057080231185,0.840277777777778
5042,39,1,0.667565456035959,0.819444444444445
5042,42,1,0.660583585913672,0.831196581196581
5042,27,2,0.755932589537579,0.953703703703704
5042,30,2,0.708151260504202,0.953703703703704
5042,33,2,0.643672606166212,0.923611111111111
5042,36,2,0.634633633904527,0.949074074074074
5042,39,2,0.57863346776639,0.871527777777778
5042,42,2,0.575996519365214,0.883333333333333
5236,27,1,0.658139981801533,0.814814814814815
5236,30,1,0.597213940214176,0.814814814814815
5236,33,1,0.518054706315874,0.777777777777778
5236,36,1,0.476333282995099,0.75
5236,39,1,0.428406123632779,0.75
5236,42,1,0.404795556936725,0.732638888888889
5236,27,2,0.699122093745417,0.902777777777778
5236,30,2,0.627554324701064,0.902777777777778
5236,33,2,0.602761039194582,0.895833333333333
5236,36,2,0.600604033569906,0.907407407407407
5236,39,2,0.586418213129975,0.864583333333333
5236,42,2,0.557572507595999,0.852777777777778
6072,27,1,0.91957771930692,0.944444444444444
6072,30,1,0.783273358579541,0.907407407407407
6072,33,1,0.69871464756967,0.856481481481482
6072,36,1,0.612100091498692,0.847222222222222
6072,39,1,0.576328989898922,0.838888888888889
6072,42,1,0.54885739504307,0.848484848484848
6072,27,2,0.639483765293113,0.916666666666667
6072,30,2,0.607502103358119,0.916666666666667
6072,33,2,0.600358132771605,0.894444444444444
6072,36,2,0.552410573718533,0.894444444444444
6072,39,2,0.501323179569025,0.828703703703704
6072,42,2,0.435464310393912,0.793650793650794
6534,27,1,0.632277515308402,0.944444444444444
6534,30,1,0.616802430917414,0.824074074074074
6534,33,1,0.552474803730945,0.784722222222222
6534,36,1,0.472538650827743,0.738888888888889
6534,39,1,0.433038176769465,0.742063492063492
6534,42,1,0.392028390221748,0.742063492063492
6534,27,2,0.872894016703254,0.916666666666667
6534,30,2,0.811650878625077,0.898148148148148
6534,33,2,0.722929732718003,0.868055555555555
6534,36,2,0.643303366739748,0.868055555555555
6534,39,2,0.543295135144147,0.773148148148148
6534,42,2,0.469078485096829,0.697916666666667
