"seed","total_edges","network","AUPRC","AUROC"
1594,42,1,0.556693974016104,0.847222222222222
1594,42,2,0.500791045374379,0.791666666666667
1612,27,1,0.74942926225821,0.944444444444444
1612,27,2,0.836057968033671,0.972222222222222
1612,30,1,0.759913665912118,0.944444444444444
1612,30,2,0.773067106347649,0.972222222222222
1612,33,1,0.639107732042515,0.761904761904762
1612,33,2,0.655917720138895,0.972222222222222
1612,36,1,0.595917351129902,0.722222222222222
1612,36,2,0.588326213251788,0.861111111111111
1612,39,1,0.596499865921773,0.71875
1612,39,2,0.647815633499777,0.805555555555556
1612,42,1,0.495971961774349,0.75
1612,42,2,0.552563643711206,0.837301587301587
2120,27,1,0.844858315417526,0.847222222222222
2120,27,2,0.911544529367496,0.981481481481481
2120,30,1,0.659878478289856,0.833333333333333
2120,30,2,0.778772224152659,0.9375
2120,33,1,0.728036789428415,0.893518518518519
2120,33,2,0.706814749577907,0.925925925925926
2120,36,1,0.712557237499236,0.944444444444445
2120,36,2,0.71631332719568,0.923611111111111
2120,39,1,0.66628756803433,0.794444444444444
2120,39,2,0.699021372974049,0.948412698412698
2120,42,1,0.563989141525419,0.825396825396825
2120,42,2,0.583290791564061,0.810606060606061
2569,27,1,0.784621297636172,0.888888888888889
2569,27,2,0.734730012338708,0.861111111111111
2569,30,1,0.768154957077591,0.909722222222222
2569,30,2,0.728726366226366,0.861111111111111
2569,33,1,0.686891541557486,0.894444444444444
2569,33,2,0.676886515464102,0.782407407407408
2569,36,1,0.657369792621635,0.80952380952381
2569,36,2,0.712063344812238,0.824074074074074
2569,39,1,0.711395893722685,0.871527777777778
2569,39,2,0.670476537079478,0.763888888888889
2569,42,1,0.492057189866167,0.757936507936508
2569,42,2,0.497124058387826,0.796296296296296
3219,27,1,0.896558292069128,0.930555555555556
3219,27,2,0.873603582412599,0.944444444444444
3219,30,1,0.863143424036281,0.96875
3219,30,2,0.76563303290277,0.944444444444444
3219,33,1,0.715537338478515,0.954861111111111
3219,33,2,0.689203781273818,0.875
3219,36,1,0.653492148415256,0.940972222222222
3219,36,2,0.702590239872848,0.875
3219,39,1,0.653836642284918,0.936868686868687
3219,39,2,0.640890383803503,0.847222222222222
3219,42,1,0.589717145599499,0.863425925925926
3219,42,2,0.5948973113504,0.891414141414141
3646,27,1,0.906972632630527,0.916666666666667
3646,27,2,0.833797087415508,0.953703703703704
3646,30,1,0.850806144951692,0.925925925925926
3646,30,2,0.801345285149633,0.986111111111111
3646,33,1,0.886885773089786,0.954861111111111
