"","x"
"1359","Vps35"
"1360","4921524J17Rik"
"1361","Phkb"
"1362","Lonp2"
"1363","Brd7"
"1364","Cyld"
"1365","Aktip"
"1366","Mt1"
"1367","Cpne2"
"1368","Arl2bp"
"1369","Adgrg3"
"1370","Cklf"
"1371","Cmtm3"
"1372","Acd"
"1373","Ranbp10"
"1374","Psmb10"
"1375","Ddx28"
"1376","Nfatc3"
"1377","Slc7a6os"
"1378","Cyb5b"
"1379","Nfat5"
"1380","Nqo1"
"1381","Psmd7"
"1382","Zfhx3"
"1383","Dhx38"
"1384","Sf3b3"
"1385","Cfdp1"
"1386","Terf2ip"
"1387","Cmc2"
"1388","Plcg2"
"1389","Hsd17b2"
"1390","Crispld2"
"1391","6430548M08Rik"
"1392","Gse1"
"1393","Klhdc4"
"1394","Slc7a5"
"1395","Cyba"
"1396","Mvd"
"1397","Rnf166"
"1398","Aprt"
"1399","Galns"
"1400","Trappc2l"
"1401","Spg7"
"1402","Rpl13"
"1403","Def8"
"1404","Afg3l1"
"1405","Rhou"
"1406","Galnt2"
"1407","2310022B05Rik"
"1408","Ttc13"
"1409","Exoc8"
"1410","Ntpcr"
"1411","Irf2bp2"
"1412","Rbm34"
"1413","Itgb1"
"1414","Cwf19l2"
"1415","Mmp8"
"1416","Birc3"
"1417","Ccdc82"
"1418","Cep57"
"1419","Fam76b"
"1420","Med17"
"1421","Taf1d"
"1422","Slc36a4"
"1423","Chordc1"
"1424","Zfp426"
"1425","S1pr2"
"1426","Icam1"
"1427","Cdc37"
"1428","Keap1"
"1429","Kri1"
"1430","Cdkn2d"
"1431","Gm39302"
"1432","Smarca4"
"1433","Ldlr"
"1434","Rab3d"
"1435","Tmem205"
"1436","Pigyl"
"1437","9530077C05Rik"
"1438","Eepd1"
"1439","Acad8"
"1440","Zbtb44"
"1441","Fli1"
"1442","Ets1"
"1443","4930581F22Rik"
"1444","Ei24"
"1445","Slc37a2"
"1446","Tbrg1"
"1447","Gramd1b"
"1448","Hspa8"
"1449","Gm39321"
"1450","Sc5d"
"1451","Tbcel"
"1452","Usp2"
"1453","Mcam"
"1454","Cbl"
"1455","Nlrx1"
"1456","C2cd2l"
"1457","Trappc4"
"1458","Bcl9l"
"1459","Gm47230"
"1460","Ddx6"
"1461","Kmt2a"
"1462","Ube4a"
"1463","Cd3d"
"1464","Mpzl3"
"1465","Jaml"
"1466","Il10ra"
"1467","Cep164"
"1468","Rnf214"
"1469","Bud13"
"1470","Gm5617"
"1471","Il18"
"1472","Sik2"
"1473","Rdx"
"1474","Cib2"
"1475","Wdr61"
"1476","Ube2q2"
"1477","Etfa"
"1478","Scaper"
"1479","Rcn2"
"1480","Hmg20a"
"1481","Ptpn9"
"1482","Commd4"
"1483","1700017B05Rik"
"1484","Cox5a"
"1485","Scamp2"
"1486","Adpgk"
"1487","Tmem202"
"1488","Pkm"
"1489","Tle3"
"1490","Rplp1"
"1491","Kif23"
"1492","2300009A05Rik"
"1493","Rpl4"
"1494","Map2k1"
"1495","Dennd4a"
"1496","Csnk1g1"
"1497","Snx1"
"1498","Ciao2a"
"1499","Herc1"
"1500","Aph1b"
"1501","Aph1c"
"1502","Rps27l"
"1503","Lactb"
"1504","Sltm"
"1505","Aqp9"
"1506","Polr2m"
"1507","Ccpg1os"
"1508","2310009A05Rik"
"1509","Rsl24d1"
"1510","Myo5a"
"1511","Gnb5"
"1512","Mapk6"
"1513","Leo1"
"1514","Fbxo9"
"1515","Eef1a1"
"1516","Slc17a5"
"1517","Phip"
"1518","Tent5a"
"1519","Ibtk"
"1520","Cyb5r4"
"1521","Nt5e"
"1522","Bcl2a1a"
"1523","Bcl2a1b"
"1524","Tmed3"
"1525","Ctsh"
"1526","Tbc1d2b"
"1527","Plscr1"
"1528","U2surp"
"1529","Xrn1"
"1530","Atp1b3"
"1531","Rasa2"
"1532","Zbtb38"
"1533","Pik3cb"
"1534","Armc8"
"1535","Nck1"
"1536","Stag1"
"1537","Anapc13"
"1538","Amotl2"
"1539","Trf"
"1540","Cdv3"
"1541","Dnajc13"
"1542","Acpp"
"1543","Nudt16"
"1544","Atp2c1"
"1545","Ppm1m"
"1546","Twf2"
"1547","Alas1"
"1548","Rpl29"
"1549","Manf"
"1550","Mapkapk3"
"1551","Gmppb"
"1552","Impdh2"
"1553","Camp"
"1554","Map4"
"1555","Ptpn23"
"1556","Ngp"
"1557","Klhl18"
"1558","Ltf"
"1559","Ccrl2"
"1560","Lrrfip2"
"1561","Pdcd6ip"
"1562","Golga4"
"1563","Ctdspl"
"1564","Csrnp1"
"1565","Rpsa"
"1566","Entpd3"
"1567","Rpl14"
"1568","Gm39459"
"1569","Ctnnb1"
"1570","Ulk4"
"1571","Ss18l2"
"1572","Nktr"
"1573","Higd1a"
"1574","Ano10"
"1575","Abhd5"
"1576","Zfp445"
"1577","1110059G10Rik"
"1578","Gm9856"
"1579","Tmem42"
"1580","Zdhhc3"
"1581","Exosc7"
"1582","Lars2"
"1583","Fyco1"
"1584","Syne1"
"1585","Pcmt1"
"1586","Stxbp5"
"1587","B230208H11Rik"
"1588","Stx11"
"1589","Phactr2"
"1590","Pex3"
"1591","Vta1"
"1592","Cited2"
"1593","Abracl"
"1594","Ccdc28a"
"1595","Tnfaip3"
"1596","Ahi1"
"1597","Sgk1"
"1598","Raet1e"
"1599","Rps12"
"1600","Akap7"
"1601","Epb41l2"
"1602","L3mbtl3"
"1603","Arhgap18"
"1604","Hint3"
"1605","Zup1"
"1606","Rwdd1"
"1607","Nt5dc1"
"1608","Slc16a10"
"1609","Gtf3c6"
"1610","Cd164"
"1611","Foxo3"
"1612","1700021F05Rik"
"1613","Cd24a"
"1614","Atg5"
"1615","Gopc"
"1616","Asf1a"
"1617","Pkib"
"1618","Gcc2"
"1619","Lims1"
"1620","Ranbp2"
"1621","Sowahc"
"1622","P4ha1"
"1623","Mcu"
"1624","Micu1"
"1625","Ddit4"
"1626","Vsir"
"1627","Gm17455"
"1628","Aifm2"
"1629","Hk1"
"1630","Hk1os"
"1631","Srgn"
"1632","Dna2"
"1633","Arid5b"
"1634","Ipmk"
"1635","Zwint"
"1636","Bcr"
"1637","Gucd1"
"1638","Snrpd3"
"1639","Lrrc75b"
"1640","Ggt1"
"1641","Ddt"
"1642","Mif"
"1643","Smarcb1"
"1644","Mcm3ap"
"1645","Pofut2"
"1646","Itgb2"
"1647","Sumo3"
"1648","Pfkl"
"1649","Cstb"
"1650","Fstl3"
"1651","Prss57"
"1652","Ptbp1"
"1653","Prtn3"
"1654","R3hdm4"
"1655","Arid3a"
"1656","Cnn2"
"1657","Abca7"
"1658","Rps15"
"1659","Izumo4"
"1660","Ap3d1"
"1661","Dot1l"
"1662","Timm13"
"1663","Gadd45b"
"1664","Slc39a3"
"1665","Zbtb7a"
"1666","Eef2"
"1667","Mrpl54"
"1668","Hmg20b"
"1669","Nfic"
"1670","S1pr4"
"1671","Gna15"
"1672","Gna11"
"1673","Tle5"
"1674","Sirt6"
"1675","Tdg"
"1676","Nfyb"
"1677","Txnrd1"
"1678","Ckap4"
"1679","Platr7"
"1680","Tcp11l2"
"1681","Tmem263"
"1682","Pwp1"
"1683","Hsp90b1"
"1684","Actr6"
"1685","Uhrf1bp1l"
"1686","Apaf1"
"1687","Lta4h"
"1688","Snrpf"
"1689","Metap2"
"1690","Ndufa12"
"1691","Plxnc1"
"1692","Mrpl42"
"1693","4732465J04Rik"
"1694","Eea1"
"1695","Atp2b1"
"1696","Gm48768"
"1697","Poc1b"
"1698","Dusp6"
"1699","Ccdc59"
"1700","Ppp1r12a"
"1701","Csrp2"
"1702","Osbpl8"
"1703","Nap1l1"
"1704","Phlda1"
"1705","Cct2"
"1706","Yeats4"
"1707","Lyz2"
"1708","Mdm1"
"1709","Helb"
"1710","BC048403"
"1711","Usp15"
"1712","B4galnt1"
"1713","Ddit3"
"1714","Zbtb39"
"1715","Naca"
"1716","Rbms2"
"1717","Stat2"
"1718","Smarcc2"
"1719","Myl6"
"1720","Esyt1"
"1721","Rps26"
"1722","Cdk2"
"1723","Sarnp"
"1724","Cd63"
"1725","Bloc1s1"
"1726","Sfi1"
"1727","Tcn2"
"1728","Tbc1d10a"
"1729","Osm"
"1730","Mtmr3"
"1731","Zmat5"
"1732","Xbp1"
"1733","Dbnl"
"1734","Ogdh"
"1735","Ppia"
"1736","Myo1g"
"1737","Upp1"
"1738","Abca13"
"1739","Ikzf1"
"1740","Sec61g"
"1741","Plek"
"1742","Sertad2"
"1743","Mdh1"
"1744","B3gnt2"
"1745","Commd1"
"1746","Zrsr1"
"1747","Xpo1"
"1748","Usp34"
"1749","Ahsa2"
"1750","Rel"
"1751","Vrk2"
"1752","Cfap36"
"1753","Sptbn1"
"1754","Psme4"
"1755","Chac2"
"1756","Cpeb4"
"1757","Stk10"
"1758","Pank3"
"1759","Rars"
"1760","Mat2b"
"1761","Ccng1"
"1762","Pttg1"
"1763","Ublcp1"
"1764","Clint1"
"1765","Adam19"
"1766","Cyfip2"
"1767","Med7"
"1768","Rack1"
"1769","Irgm1"
"1770","Ifi47"
"1771","Tbc1d9b"
"1772","Maml1"
"1773","Canx"
"1774","Vdac1"
"1775","9530068E07Rik"
"1776","Hspa4"
"1777","Aff4"
"1778","Irf1"
"1779","Fnip1"
"1780","Rapgef6"
"1781","Hint1"
"1782","Anxa6"
"1783","Gm2a"
"1784","Slc36a3os"
"1785","Fam114a2"
"1786","Mfap3"
"1787","Galnt10"
"1788","Igtp"
"1789","Irgm2"
"1790","4930438A08Rik"
"1791","Zfp672"
"1792","Mrpl55"
"1793","2310033P09Rik"
"1794","Nlrp3"
"1795","Flcn"
"1796","Cops3"
"1797","Tnfrsf13b"
"1798","Mapk7"
"1799","Specc1"
"1800","Zswim7"
"1801","Ubb"
"1802","Trim16"
"1803","Map2k4"
"1804","Zkscan6"
"1805","Gas7"
"1806","Pik3r6"
"1807","Ndel1"
"1808","Rpl26"
"1809","Ctc1"
"1810","Per1"
"1811","Naa38"
"1812","Kdm6b"
"1813","Eif4a1"
"1814","Tmem256"
"1815","Plscr3"
"1816","Acap1"
"1817","Gps2"
"1818","Arrb2"
"1819","Psmb6"
"1820","Camta2"
"1821","Scimp"
"1822","Rabep1"
"1823","Txndc17"
"1824","Med31"
"1825","Xaf1"
"1826","Atp2a3"
"1827","Ncbp3"
"1828","Ctns"
"1829","Rap1gap2"
"1830","Mir22hg"
"1831","Tlcd2"
"1832","Slc43a2"
"1833","Myo1c"
"1834","Ywhae"
"1835","Rflnb"
"1836","Nxn"
"1837","Blmh"
"1838","Nsrp1"
"1839","Trp53i13"
"1840","Myo18a"
"1841","Flot2"
"1842","Fam222b"
"1843","Rpl23a"
"1844","Supt6"
"1845","Aldoc"
"1846","Pigs"
"1847","Unc119"
"1848","Ift20"
"1849","Nlk"
"1850","Lyrm9"
"1851","Nos2"
"1852","Lgals9"
"1853","Rab11fip4"
"1854","Cdk5r1"
"1855","Zfp830"
"1856","Slfn5"
"1857","Slfn8"
"1858","Gm20234"
"1859","Slfn4"
"1860","AI662270"
"1861","1700020L24Rik"
"1862","Ccl6"
"1863","Ccl3"
"1864","Ccl4"
"1865","Wfdc17"
"1866","Wfdc18"
"1867","Wfdc21"
"1868","Heatr6"
"1869","Ddx52"
"1870","Lhx1"
"1871","Appbp2"
"1872","Rps6kb1"
"1873","Vmp1"
"1874","Cltc"
"1875","Dhx40"
"1876","Dynll2"
"1877","Utp18"
"1878","Mbtd1"
"1879","Nme2"
"1880","Spag9"
"1881","Tob1"
"1882","Luc7l3"
"1883","Ankrd40"
"1884","Mrpl27"
"1885","Fam117a"
"1886","Slc35b1"
"1887","Abi3"
"1888","Gngt2"
"1889","Atp5g1"
"1890","Hoxb4"
"1891","Snx11"
"1892","Nfe2l1"
"1893","Pnpo"
"1894","Tbkbp1"
"1895","Npepps"
"1896","Mrpl45"
"1897","Pip4k2b"
"1898","Cwc25"
"1899","Rpl23"
"1900","Lasp1"
"1901","Rpl19"
"1902","Jup"
"1903","Acly"
"1904","Cnp"
"1905","Nkiras2"
"1906","Stat5a"
"1907","Atp6v0a1"
"1908","Mlx"
"1909","Ifi35"
"1910","Slc25a39"
"1911","Grn"
"1912","Nmt1"
"1913","Arhgap27"
"1914","Arhgap27os3"
"1915","Plekhm1"
"1916","Nsf"
"1917","Arf2"
"1918","Cdc27"
"1919","Taco1os"
"1920","Limd2"
"1921","Strada"
"1922","Ccdc47"
"1923","Ddx42"
"1924","Ern1"
"1925","Milr1"
"1926","Bptf"
"1927","Pitpnc1"
"1928","Gm11714"
"1929","Helz"
"1930","Slc16a6"
"1931","Arsg"
"1932","Wipi1"
"1933","Kcnj2"
"1934","Cdc42ep4"
"1935","Rpl38"
"1936","Cd300ld"
"1937","Cd300c2"
"1938","Rab37"
"1939","Atp5h"
"1940","Jpt1"
"1941","Mrps7"
"1942","Unc13d"
"1943","Acox1"
"1944","Ten1"
"1945","Srp68"
"1946","Srsf2"
"1947","Sept9"
"1948","Tmc6"
"1949","Tmc8"
"1950","Syngr2"
"1951","Socs3"
"1952","Cyth1"
"1953","Timp2"
"1954","Cbx4"
"1955","Rnf213"
"1956","Aatk"
"1957","Ndufaf8"
"1958","0610009L18Rik"
"1959","Faap100"
"1960","P4hb"
"1961","Alyref"
"1962","Mafg"
"1963","Cenpx"
"1964","Slc16a3"
"1965","Metrnl"
"1966","Asxl2"
"1967","Ptrhd1"
"1968","Ncoa1"
"1969","Ubxn2a"
"1970","Atad2b"
"1971","Rhob"
"1972","Ttc32"
"1973","Smc6"
"1974","Fam49a"
"1975","Rock2"
"1976","Pqlc3"
"1977","Pdia6"
"1978","Odc1"
"1979","Id2"
"1980","Rsad2"
"1981","Cmpk2"
"1982","Rps7"
"1983","Eipr1"
"1984","Acp1"
"1985","Prkar2b"
"1986","Pik3cg"
"1987","Nampt"
"1988","Twistnb"
"1989","Ahr"
"1990","Gm17056"
"1991","Ifrd1"
"1992","Dnajb9"
"1993","Pnpla8"
"1994","Arhgap5"
"1995","Egln3"
"1996","Sptssa"
"1997","Snx6"
"1998","Baz1a"
"1999","Nfkbia"
"2000","Trappc6b"
"2001","Pnn"
"2002","Fbxo33"
"2003","Fkbp3"
"2004","Rps29"
"2005","Rpl36al"
"2006","Nemf"
"2007","5830428M24Rik"
"2008","Nin"
"2009","Pygl"
"2010","Hif1a"
"2011","Snapc1"
"2012","Sgpp1"
"2013","Syne2"
"2014","Zbtb1"
"2015","Hspa2"
"2016","Plekhg3"
"2017","AI463170"
"2018","Churc1"
"2019","Atp6v1d"
"2020","Eif2s1"
"2021","Rdh11"
"2022","Rdh12"
"2023","Zfyve26"
"2024","Zfp36l1"
"2025","2310015A10Rik"
"2026","Actn1"
"2027","Gm30025"
"2028","Cox16"
"2029","Pcnx"
"2030","Sipa1l1"
"2031","Riox1"
"2032","Elmsan1"
"2033","Ptgr2"
"2034","Entpd5"
"2035","Isca2"
"2036","Dlst"
"2037","Acyp1"
"2038","Fos"
"2039","Jdp2"
"2040","Batf"
"2041","Erg28"
"2042","Irf2bpl"
"2043","Tmed8"
"2044","Noxred1"
"2045","Gtf2a1"
"2046","Ston2"
"2047","Gpr65"
"2048","Foxn3"
"2049","Ttc7b"
"2050","Ccdc88c"
"2051","Ndufb1-ps"
"2052","Cpsf2"
"2053","Lgmn"
"2054","Ifi27"
"2055","Ifi27l2a"
"2056","Glrx5"
"2057","Setd3"
"2058","Ppp2r5c"
"2059","Hsp90aa1"
"2060","Ankrd9"
"2061","Rcor1"
"2062","Traf3"
"2063","Tnfaip2"
"2064","Atp5mpl"
"2065","Adssl1"
"2066","Siva1"
"2067","Gpr132"
"2068","Brf1"
"2069","Ighm"
"2070","Pfkp"
"2071","Idi1"
"2072","Gtpbp4"
"2073","Larp4b"
"2074","Lgals8"
"2075","4933412O06Rik"
"2076","Inhba"
"2077","Rala"
"2078","Vps41"
"2079","Stard3nl"
"2080","Gpr141"
"2081","Gm47664"
"2082","Trim27"
"2083","Zkscan3"
"2084","Hist1h2ap"
"2085","Hist1h2br"
"2086","Prss16"
"2087","Hist1h4i"
"2088","Abt1"
"2089","Hist1h4h"
"2090","Hist1h2be"
"2091","Hist1h1e"
"2092","Hist1h2ac"
"2093","Hist1h2bc"
"2094","Hist1h1c"
"2095","Cmah"
"2096","Gm11342"
"2097","Gmnn"
"2098","Gpld1"
"2099","Gm11361"
"2100","Exoc2"
"2101","Serpinb1a"
"2102","Serpinb6a"
"2103","Nqo2"
"2104","Psmg4"
"2105","Prpf4b"
"2106","Cdyl"
"2107","Riok1"
"2108","Snrnp48"
"2109","Gm31683"
"2110","Pak1ip1"
"2111","Tmem170b"
"2112","Adtrp"
"2113","Hivep1"
"2114","Nol7"
"2115","Ranbp9"
"2116","Mcur1"
"2117","Jarid2"
"2118","Mylip"
"2119","Dek"
"2120","Ninj1"
"2121","Susd3"
"2122","Cks2"
"2123","Gadd45g"
"2124","Cltb"
"2125","Tspan17"
"2126","Hk3"
"2127","Rgs14"
"2128","Grk6"
"2129","Prr7"
"2130","Pdlim7"
"2131","B4galt7"
"2132","Ddx46"
"2133","B230219D22Rik"
"2134","Pcbd2"
"2135","Tgfbi"
"2136","Agtpbp1"
"2137","Golm1"
"2138","Isca1"
"2139","Fbp1"
"2140","Ctsl"
"2141","Uqcrb"
"2142","Zfp729a"
"2143","Med10"
"2144","Ice1"
"2145","Ndufs6"
"2146","Lpcat1"
"2147","Brd9"
"2148","Exoc3"
"2149","Pdcd6"
"2150","Zfp825"
"2151","Cast"
"2152","Ell2"
"2153","Glrx"
"2154","Mctp1"
"2155","Fam172a"
"2156","Arrdc3"
"2157","5430425K12Rik"
"2158","Cetn3"
"2159","Ccnh"
"2160","Rasa1"
"2161","Cox7c"
"2162","Xrcc4"
"2163","Rps23"
"2164","Ssbp2"
"2165","Zcchc9"
"2166","Zfyve16"
"2167","Serinc5"
"2168","Homer1"
"2169","Jmy"
"2170","Arsb"
"2171","Scamp1"
"2172","Ap3b1"
"2173","Tbca"
"2174","Iqgap2"
"2175","F2rl2"
"2176","Polk"
"2177","Hmgcr"
"2178","Nsa2"
"2179","Hexb"
"2180","Gm10260"
"2181","Bdp1"
"2182","Smn1"
"2183","Rad17"
"2184","Ak6"
"2185","Ccdc125"
"2186","Srek1"
"2187","Ppwd1"
"2188","Srek1ip1"
"2189","Kif2a"
"2190","Zswim6"
"2191","Smim15"
"2192","Depdc1b"
"2193","Pde4d"
"2194","Gapt"
"2195","Plk2"
"2196","Ccno"
"2197","Snx18"
"2198","Arl15"
"2199","Ndufs4"
"2200","Hmgcs1"
"2201","Gm36161"
"2202","Gm21188"
"2203","3830406C13Rik"
"2204","Thoc7"
"2205","Atxn7"
"2206","Psmd6"
"2207","Slc4a7"
"2208","Top2b"
"2209","Rpl15"
"2210","Anxa7"
"2211","Ppp3cb"
"2212","2810402E24Rik"
"2213","Chchd1"
"2214","Camk2g"
"2215","Vcl"
"2216","Adk"
"2217","Kat6b"
"2218","Vdac2"
"2219","Comtd1"
"2220","Gm10248"
"2221","Rps24"
"2222","Anxa11"
"2223","Slmap"
"2224","Appl1"
"2225","Tasor"
"2226","Tkt"
"2227","Mustn1"
"2228","Pbrm1"
"2229","Smim4"
"2230","Sh3bp5"
"2231","Ncoa4"
"2232","Ccser2"
"2233","4930431P03Rik"
"2234","Ero1l"
"2235","Cgrrf1"
"2236","Gch1"
"2237","Mapk1ip1l"
"2238","Lgals3"
"2239","Fbxo34"
"2240","Tmem260"
"2241","Ap5m1"
"2242","Pnp"
"2243","Rnase4"
"2244","Rnase6"
"2245","Chd8"
"2246","Dad1"
"2247","Slc7a7"
"2248","Mrpl52"
"2249","Acin1"
"2250","1700123O20Rik"
"2251","Cebpe"
"2252","Dcaf11"
"2253","Psme2"
"2254","Irf9"
"2255","Gmpr2"
"2256","Tinf2"
"2257","Tgm1"
"2258","Dhrs1"
"2259","Ltb4r1"
"2260","Parp4"
"2261","Mphosph8"
"2262","Eef1akmt1"
"2263","Mrpl57"
"2264","Cab39l"
"2265","Cdadc1"
"2266","Amer2"
"2267","Spata13"
"2268","Arl11"
"2269","Ints6"
"2270","Fdft1"
"2271","Msra"
"2272","Kif13b"
"2273","Ccdc25"
"2274","Trim35"
"2275","Dock5"
"2276","Rhobtb2"
"2277","Egr3"
"2278","Piwil2"
"2279","Sftpc"
"2280","Nudt18"
"2281","Fam160b2"
"2282","Dok2"
"2283","Itm2b"
"2284","Esd"
"2285","Zc3h13"
"2286","Slc25a30"
"2287","Gm4285"
"2288","Gtf2f2"
"2289","Epsti1"
"2290","Dgkh"
"2291","Rgcc"
"2292","Naa16"
"2293","Kbtbd7"
"2294","Wbp4"
"2295","Olfm4"
"2296","Dach1"
"2297","Pibf1"
"2298","Klf5"
"2299","Uchl3"
"2300","Gm34589"
"2301","Kctd12"
"2302","Acod1"
"2303","Mycbp2"
"2304","Rbm26"
"2305","Spry2"
"2306","Rap2a"
"2307","Selenop"
"2308","Fbxo4"
"2309","Oxct1"
"2310","Card6"
"2311","Dnajc21"
"2312","Mtmr12"
"2313","Basp1"
"2314","Zfp622"
"2315","Otulin"
"2316","Otulinl"
"2317","Ropn1l"
"2318","Cct5"
"2319","Mtdh"
"2320","Stk3"
"2321","Vps13b"
"2322","Cox6c"
"2323","Rnf19a"
"2324","Pabpc1"
"2325","Rrm2b"
"2326","Klf10"
"2327","Azin1"
"2328","Eif3e"
"2329","Eny2"
"2330","Ebag9"
"2331","Eif3h"
"2332","9130401M01Rik"
"2333","Zhx1"
"2334","Atad2"
"2335","Tatdn1"
"2336","Sqle"
"2337","Nsmce2"
"2338","Trib1"
"2339","Efr3a"
"2340","Tmem71"
"2341","Phf20l1"
"2342","Sla"
"2343","Ndrg1"
"2344","St3gal1"
"2345","Chrac1"
"2346","Ago2"
"2347","Slc45a4"
"2348","Ptp4a3"
"2349","Ly6e"
"2350","Ly6c1"
"2351","Ly6c2"
"2352","Ly6g"
"2353","Naprt"
"2354","Tsta3"
"2355","Plec"
"2356","Parp10"
"2357","Smpd5"
"2358","Cyc1"
"2359","Dgat1"
"2360","Slc39a4"
"2361","Rpl8"
"2362","1110038F14Rik"
"2363","Myh9"
"2364","Csf2rb2"
"2365","Tst"
"2366","Mpst"
"2367","Rac2"
"2368","Gm36738"
"2369","Card10"
"2370","Sh3bp1"
"2371","Nol12"
"2372","Triobp"
"2373","Micall1"
"2374","Polr2f"
"2375","Maff"
"2376","Gtpbp1"
"2377","Apobec3"
"2378","Rpl3"
"2379","St13"
"2380","Tob2"
"2381","Snu13"
"2382","Srebf2"
"2383","Arfgap3"
"2384","Pacsin2"
"2385","Samm50"
"2386","Parvg"
"2387","Atxn10"
"2388","Trabd"
"2389","Selenoo"
"2390","Ncaph2"
"2391","Cpne8"
"2392","Abcd2"
"2393","Lrrk2"
"2394","Gxylt1"
"2395","Yaf2"
"2396","2610037D02Rik"
"2397","Scaf11"
"2398","Slc38a1"
"2399","Senp1"
"2400","Rnd1"
"2401","Kmt2d"
"2402","Tuba1b"
"2403","Tuba1a"
"2404","Tuba1c"
"2405","Fmnl3"
"2406","Mettl7a1"
"2407","Cela1"
"2408","Galnt6"
"2409","Acvr1b"
"2410","Nr4a1"
"2411","Gm35853"
"2412","Krt80"
"2413","Krt83"
"2414","Eif4b"
"2415","Igfbp6"
"2416","Myg1"
"2417","Prr13"
"2418","Atf7"
"2419","Atp5g2"
"2420","Calcoco1"
"2421","Nfe2"
"2422","Copz1"
"2423","Gpr84"
"2424","Itga5"
"2425","Mefv"
"2426","Zfp263"
"2427","Zfp597"
"2428","Cluap1"
"2429","Pam16"
"2430","Coro7"
"2431","Cdip1"
"2432","Anks3"
"2433","Rogdi"
"2434","Socs1"
"2435","Gspt1"
"2436","Mcm4"
"2437","Fgd4"
"2438","Top3b"
"2439","Dgcr6"
"2440","Ranbp1"
"2441","Comt"
"2442","Sept5"
"2443","Klhl6"
"2444","Abcc5"
"2445","Psmd2"
"2446","Eif4g1"
"2447","Polr2h"
"2448","Dgkg"
"2449","Rtp4"
"2450","Gm31814"
"2451","Lpp"
"2452","Il1rap"
"2453","Atp13a3"
"2454","Xxylt1"
"2455","Dlg1"
"2456","Cep19"
"2457","Pcyt1a"
"2458","Lrch3"
"2459","Rpl35a"
"2460","Osbpl11"
"2461","Snx4"
"2462","Hacd2"
"2463","Parp14"
"2464","Dtx3l"
"2465","Parp9"
"2466","Kpna1"
"2467","Fam162a"
"2468","Stfa2l1"
"2469","Cstdc4"
"2470","Csta3"
"2471","Stfa1"
"2472","Cstdc6"
"2473","Cstdc5"
"2474","Stfa2"
"2475","Stfa3"
"2476","Cd86"
"2477","Golgb1"
"2478","Lrrc58"
"2479","Cd80"
"2480","Zbtb20"
"2481","Atp6v1a"
"2482","Cd200r1"
"2483","Retnlg"
"2484","Cd47"
"2485","Dubr"
"2486","Alcam"
"2487","Nfkbiz"
"2488","Zbtb11"
"2489","Senp7"
"2490","Tmem45a2"
"2491","Tomm70a"
"2492","Filip1l"
"2493","St3gal6"
"2494","Cldnd1"
"2495","Arl13b"
"2496","Gbe1"
"2497","Hspa13"
"2498","Samsn1"
"2499","Btg3"
"2500","D16Ertd472e"
"2501","Mrpl39"
"2502","Atp5j"
"2503","Ltn1"
"2504","Usp16"
"2505","Paxbp1"
"2506","Ifnar1"
"2507","Donson"
"2508","Atp5o"
"2509","Rcan1"
"2510","Runx1"
"2511","Cbr3"
"2512","Dop1b"
"2513","Morc3"
"2514","Ets2"
"2515","Brwd1"
"2516","Itgb2l"
"2517","Tiam2"
"2518","Snx9"
"2519","Dynlt1f"
"2520","Ezr"
"2521","Rsph3a"
"2522","Gm1604a"
"2523","Igf2r"
"2524","Sod2"
"2525","Gm36684"
"2526","Afdn"
"2527","Chd1"
"2528","Spaca6"
"2529","Fpr1"
"2530","Fpr2"
"2531","Zfp53"
"2532","Mmp25"
"2533","Hcfc1r1"
"2534","D330041H03Rik"
"2535","Pgp"
"2536","Slc9a3r2"
"2537","Rps2"
"2538","Rpl3l"
"2539","Clcn7"
"2540","BC003965"
"2541","Gnptg"
"2542","Mrpl28"
"2543","Luc7l"
"2544","Gm34455"
"2545","Dusp1"
"2546","Bak1"
"2547","Uqcc2"
"2548","AI413582"
"2549","Nudt3"
"2550","Zfp523"
"2551","Def6"
"2552","Rpl10a"
"2553","Fkbp5"
"2554","Gm22146"
"2555","Srpk1"
"2556","Mapk13"
"2557","Pnpla1"
"2558","Srsf3"
"2559","Cdkn1a"
"2560","Rab44"
"2561","Pim1"
"2562","Rnf8"
"2563","Cmtr1"
"2564","Ccdc167"
"2565","Btbd9"
"2566","Glo1"
"2567","Dnah8"
"2568","Abcg1"
"2569","Rsph1"
"2570","Slc37a1"
"2571","Ndufv3"
"2572","Sik1"
"2573","Cyp4f16"
"2574","Zfp414"
"2575","Pram1"
"2576","Rps28"
"2577","B3galt4"
"2578","Rps18"
"2579","H2-Ke6"
"2580","Tap1"
"2581","Lsm2"
"2582","Msh5"
"2583","Ly6g5b"
"2584","Csnk2b"
"2585","D17H6S53E"
"2586","Tnf"
"2587","Nfkbil1"
"2588","Ddx39b"
"2589","H2-Q4"
"2590","H2-Q6"
"2591","H2-Q7"
"2592","Ier3"
"2593","Flot1"
"2594","Tubb5"
"2595","Ppp1r18"
"2596","Atat1"
"2597","Abcf1"
"2598","H2-T24"
"2599","H2-T22"
"2600","Znrd1"
"2601","Gm42418"
"2602","Cenpq"
"2603","Tnfrsf21"
"2604","1700071M16Rik"
"2605","Runx2"
"2606","Nfkbie"
"2607","Hsp90ab1"
"2608","Klhdc3"
"2609","Ppp2r5d"
"2610","2310039H08Rik"
"2611","Rpl7l1"
"2612","Bicral"
"2613","Ubr2"
"2614","Guca1a"
"2615","Ccnd3"
